queue	kind	key	part_of_speech	occurrences	exclusive_occurrences	ambiguous_occurrences	artifact_count	support	top_forms
proper_name	lexical_group	calydonius	ADJ	15	15	0		single_independent	"[{""form"":""calydonius"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	capys	NOUN	15	15	0		corroborated_independent	"[{""form"":""capys"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	cybebe	NOUN	15	15	0		corroborated_independent	"[{""form"":""cybebe"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	elisama	NOUN	15	15	0		derived_only	"[{""form"":""elisama"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	fufius	ADJ	15	15	0		corroborated_independent	"[{""form"":""fufius"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	haemon	NOUN	15	15	0		single_independent	"[{""form"":""haemon"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	hiericho	NOUN	15	15	0		derived_only	"[{""form"":""hiericho"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	hippolyte	NOUN	15	15	0		single_independent	"[{""form"":""hippolyte"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	hormisda	NOUN	15	15	0		derived_only	"[{""form"":""hormisda"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	hypsipyle	NOUN	15	15	0		single_independent	"[{""form"":""hypsipyle"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	lais	NOUN	15	15	0		single_independent	"[{""form"":""lais"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	leontium	NOUN	15	15	0		corroborated_independent	"[{""form"":""leontium"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	lycidas	NOUN	15	15	0		single_independent	"[{""form"":""lycidas"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	miphiboseth	NOUN	15	15	0		derived_only	"[{""form"":""miphiboseth"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	ochus	NOUN	15	15	0		corroborated_independent	"[{""form"":""ochus"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	ophni	NOUN	15	15	0		derived_only	"[{""form"":""ophni"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	rechab	NOUN	15	15	0		derived_only	"[{""form"":""rechab"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	simois	NOUN	15	15	0		corroborated_independent	"[{""form"":""simois"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	staienus	NOUN	15	15	0		single_independent	"[{""form"":""staienus"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	taenaron	NOUN	15	15	0		derived_only	"[{""form"":""taenaron"",""occurrences"":11,""exclusive"":true},{""form"":""tænaron"",""occurrences"":4,""exclusive"":true}]"
proper_name	lexical_group	taprobane	NOUN	15	15	0		corroborated_independent	"[{""form"":""taprobane"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	troes	NOUN	15	15	0		corroborated_independent	"[{""form"":""troum"",""occurrences"":15,""exclusive"":true}]"
proper_name	lexical_group	arius	NOUN	45	14	31		single_independent	"[{""form"":""arrius"",""occurrences"":31,""exclusive"":false},{""form"":""arius"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	alcmena	NOUN	25	14	11		corroborated_independent	"[{""form"":""alcmena"",""occurrences"":14,""exclusive"":true},{""form"":""alcmene"",""occurrences"":11,""exclusive"":false}]"
proper_name	lexical_group	lanuvium	NOUN	25	14	11		corroborated_independent	"[{""form"":""lanuvium"",""occurrences"":14,""exclusive"":true},{""form"":""lanuvini"",""occurrences"":7,""exclusive"":false},{""form"":""lanuvinus"",""occurrences"":4,""exclusive"":false}]"
proper_name	lexical_group	rullus	NOUN	20	14	6		corroborated_independent	"[{""form"":""rullus"",""occurrences"":14,""exclusive"":true},{""form"":""ruma"",""occurrences"":6,""exclusive"":false}]"
proper_name	lexical_group	abiron	NOUN	14	14	0		derived_only	"[{""form"":""abiron"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	aristoxenus	NOUN	14	14	0		corroborated_independent	"[{""form"":""aristoxenus"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	augustensis	ADJ	14	14	0		single_independent	"[{""form"":""augustensis"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	banaias	NOUN	14	14	0		derived_only	"[{""form"":""banaias"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	bomilcar	NOUN	14	14	0		corroborated_independent	"[{""form"":""bomilcar"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	chrysostomus	NOUN	14	14	0		derived_only	"[{""form"":""chrysostomus"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	cluvius	NOUN	14	14	0		corroborated_independent	"[{""form"":""cluvius"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	cotys	NOUN	14	14	0		corroborated_independent	"[{""form"":""cotys"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	deiphobus	NOUN	14	14	0		corroborated_independent	"[{""form"":""deiphobus"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	dicaearchus	NOUN	14	14	0		corroborated_independent	"[{""form"":""dicaearchus"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	eliphaz	NOUN	14	14	0		derived_only	"[{""form"":""eliphaz"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	epiros	NOUN	14	14	0		derived_only	"[{""form"":""epiros"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	euclides	NOUN	14	14	0		corroborated_independent	"[{""form"":""euclides"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	eurydice	NOUN	14	14	0		corroborated_independent	"[{""form"":""eurydice"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	hiempsal	NOUN	14	14	0		corroborated_independent	"[{""form"":""hiempsal"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	hippias	NOUN	14	14	0		corroborated_independent	"[{""form"":""hippias"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	hydaspes	NOUN	14	14	0		single_independent	"[{""form"":""hydaspes"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	jerobaal	NOUN	14	14	0		derived_only	"[{""form"":""jerobaal"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	ladon	NOUN	14	14	0		corroborated_independent	"[{""form"":""ladon"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	laodice	NOUN	14	14	0		corroborated_independent	"[{""form"":""laodice"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	lepta	NOUN	14	14	0		corroborated_independent	"[{""form"":""lepta"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	lucceius	NOUN	14	14	0		corroborated_independent	"[{""form"":""lucceius"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	maenala	NOUN	14	14	0		single_independent	"[{""form"":""maenala"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	morpheus	NOUN	14	14	0		corroborated_independent	"[{""form"":""morpheus"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	nee	NOUN	14	14	0		derived_only	"[{""form"":""nee"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	othrys	ADJ	14	14	0		single_independent	"[{""form"":""othrys"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	philemon	NOUN	14	14	0		derived_only	"[{""form"":""philemon"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	philotimus	NOUN	14	14	0		single_independent	"[{""form"":""philotimus"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	phronesium	NOUN	14	14	0		derived_only	"[{""form"":""phronesium"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	raphaim	NOUN	14	14	0		derived_only	"[{""form"":""raphaim"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	titinius	NOUN	14	14	0		single_independent	"[{""form"":""titinius"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	virbius	NOUN	14	14	0		corroborated_independent	"[{""form"":""virbius"",""occurrences"":14,""exclusive"":true}]"
proper_name	lexical_group	cyllene	NOUN	42	13	29		corroborated_independent	"[{""form"":""cyllenius"",""occurrences"":29,""exclusive"":false},{""form"":""cyllene"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	perperna	NOUN	37	13	24		corroborated_independent	"[{""form"":""perpenna"",""occurrences"":24,""exclusive"":false},{""form"":""perperna"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	lampsacum	NOUN	29	13	16		corroborated_independent	"[{""form"":""lampsacum"",""occurrences"":13,""exclusive"":true},{""form"":""lampsacenus"",""occurrences"":9,""exclusive"":false},{""form"":""lampsaceni"",""occurrences"":7,""exclusive"":false}]"
proper_name	lexical_group	massagetae	NOUN	16	13	3		corroborated_independent	"[{""form"":""massagetae"",""occurrences"":12,""exclusive"":true},{""form"":""massagetes"",""occurrences"":3,""exclusive"":false},{""form"":""massagetæ"",""occurrences"":1,""exclusive"":true}]"
proper_name	lexical_group	photinus	NOUN	16	13	3		single_independent	"[{""form"":""photinus"",""occurrences"":13,""exclusive"":true},{""form"":""photiniani"",""occurrences"":3,""exclusive"":false}]"
proper_name	lexical_group	leptis	NOUN	15	13	2		corroborated_independent	"[{""form"":""leptis"",""occurrences"":13,""exclusive"":true},{""form"":""leptitani"",""occurrences"":2,""exclusive"":false}]"
proper_name	lexical_group	lerna	NOUN	15	13	2		corroborated_independent	"[{""form"":""lerna"",""occurrences"":13,""exclusive"":true},{""form"":""lernaeus"",""occurrences"":1,""exclusive"":false},{""form"":""lerne"",""occurrences"":1,""exclusive"":false}]"
proper_name	lexical_group	laius	NOUN	14	13	1		corroborated_independent	"[{""form"":""laius"",""occurrences"":13,""exclusive"":true},{""form"":""laiades"",""occurrences"":1,""exclusive"":false}]"
proper_name	lexical_group	amyclas	NOUN	13	13	0		corroborated_independent	"[{""form"":""amyclas"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	ariston	NOUN	13	13	0		single_independent	"[{""form"":""ariston"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	arruntius	NOUN	13	13	0		corroborated_independent	"[{""form"":""arruntius"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	bethsaida	NOUN	13	13	0		single_independent	"[{""form"":""bethsaida"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	callisthenes	NOUN	13	13	0		corroborated_independent	"[{""form"":""callisthenes"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	calypso	NOUN	13	13	0		corroborated_independent	"[{""form"":""calypso"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	caspius	ADJ	13	13	0		single_independent	"[{""form"":""caspius"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	clitus	NOUN	13	13	0		corroborated_independent	"[{""form"":""clitus"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	clotho	NOUN	13	13	0		corroborated_independent	"[{""form"":""clotho"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	critolaus	NOUN	13	13	0		corroborated_independent	"[{""form"":""critolaus"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	dexippus	NOUN	13	13	0		corroborated_independent	"[{""form"":""dexippus"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	dindyma	NOUN	13	13	0		corroborated_independent	"[{""form"":""dindyma"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	elysium	NOUN	13	13	0		corroborated_independent	"[{""form"":""elysium"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	enyo	NOUN	13	13	0		corroborated_independent	"[{""form"":""enyo"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	eutropius	NOUN	13	13	0		corroborated_independent	"[{""form"":""eutropius"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	goliath	NOUN	13	13	0		derived_only	"[{""form"":""goliath"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	halys	NOUN	13	13	0		corroborated_independent	"[{""form"":""halys"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	isboseth	NOUN	13	13	0		derived_only	"[{""form"":""isboseth"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	jebusaei	NOUN	13	13	0		derived_only	"[{""form"":""jebusæi"",""occurrences"":10,""exclusive"":true},{""form"":""jebusaei"",""occurrences"":3,""exclusive"":true}]"
proper_name	lexical_group	laodamia	NOUN	13	13	0		corroborated_independent	"[{""form"":""laodamia"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	lausus	NOUN	13	13	0		corroborated_independent	"[{""form"":""lausus"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	lycoris	NOUN	13	13	0		single_independent	"[{""form"":""lycoris"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	mallius	NOUN	13	13	0		corroborated_independent	"[{""form"":""mallius"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	mincius	NOUN	13	13	0		corroborated_independent	"[{""form"":""mincius"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	myrmidones	NOUN	13	13	0		corroborated_independent	"[{""form"":""myrmidones"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	persephone	NOUN	13	13	0		single_independent	"[{""form"":""persephone"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	pharan	NOUN	13	13	0		derived_only	"[{""form"":""pharan"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	philaenis	NOUN	13	13	0		derived_only	"[{""form"":""philaenis"",""occurrences"":12,""exclusive"":true},{""form"":""philænis"",""occurrences"":1,""exclusive"":true}]"
proper_name	lexical_group	pseudolus	NOUN	13	13	0		corroborated_independent	"[{""form"":""pseudolus"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	quartilla	NOUN	13	13	0		derived_only	"[{""form"":""quartilla"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	ticinensis	ADJ	13	13	0		single_independent	"[{""form"":""ticinensis"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	tiresias	NOUN	13	13	0		corroborated_independent	"[{""form"":""tiresias"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	trachalio	NOUN	13	13	0		derived_only	"[{""form"":""trachalio"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	trogus	NOUN	13	13	0		derived_only	"[{""form"":""trogus"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	typhoeus	NOUN	13	13	0		single_independent	"[{""form"":""typhoeus"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	ulpiani	NOUN	13	13	0		derived_only	"[{""form"":""ulpiani"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	vandali	NOUN	13	13	0		derived_only	"[{""form"":""vandali"",""occurrences"":13,""exclusive"":true}]"
proper_name	lexical_group	sabellius	NOUN	19	12	7		single_independent	"[{""form"":""sabellius"",""occurrences"":12,""exclusive"":true},{""form"":""sabelliani"",""occurrences"":7,""exclusive"":false}]"
proper_name	lexical_group	laocoon	NOUN	14	12	2		corroborated_independent	"[{""form"":""laocoon"",""occurrences"":9,""exclusive"":true},{""form"":""laocoonta"",""occurrences"":2,""exclusive"":true},{""form"":""ontis"",""occurrences"":2,""exclusive"":false},{""form"":""laocoontis"",""occurrences"":1,""exclusive"":true}]"
proper_name	lexical_group	adherbal	NOUN	12	12	0		corroborated_independent	"[{""form"":""adherbal"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	aegates	NOUN	12	12	0		corroborated_independent	"[{""form"":""aegates"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	antaeus	NOUN	12	12	0		corroborated_independent	"[{""form"":""antaeus"",""occurrences"":11,""exclusive"":true},{""form"":""antæus"",""occurrences"":1,""exclusive"":true}]"
proper_name	lexical_group	arbela	NOUN	12	12	0		corroborated_independent	"[{""form"":""arbela"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	arbogastes	NOUN	12	12	0		single_independent	"[{""form"":""arbogastes"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	arretium	NOUN	12	12	0		single_independent	"[{""form"":""arretium"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	asdrubal	NOUN	12	12	0		corroborated_independent	"[{""form"":""asdrubal"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	athenagoras	NOUN	12	12	0		single_independent	"[{""form"":""athenagoras"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	balthasar	NOUN	12	12	0		single_independent	"[{""form"":""balthasar"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	berzellai	NOUN	12	12	0		derived_only	"[{""form"":""berzellai"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	bethoron	NOUN	12	12	0		derived_only	"[{""form"":""bethoron"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	blasius	NOUN	12	12	0		corroborated_independent	"[{""form"":""blasius"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	cyrenenses	NOUN	12	12	0		derived_only	"[{""form"":""cyrenenses"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	decimius	NOUN	12	12	0		derived_only	"[{""form"":""decimius"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	ephron	NOUN	12	12	0		derived_only	"[{""form"":""ephron"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	faustulus	NOUN	12	12	0		corroborated_independent	"[{""form"":""faustulus"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	genucius	NOUN	12	12	0		single_independent	"[{""form"":""genucius"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	gorgones	NOUN	12	12	0		single_independent	"[{""form"":""gorgones"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	haterius	NOUN	12	12	0		single_independent	"[{""form"":""haterius"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	hellas	NOUN	12	12	0		corroborated_independent	"[{""form"":""hellas"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	helle	NOUN	12	12	0		corroborated_independent	"[{""form"":""helle"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	hermippus	NOUN	12	12	0		corroborated_independent	"[{""form"":""hermippus"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	joas	NOUN	12	12	0		derived_only	"[{""form"":""joas"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	lyce	NOUN	12	12	0		single_independent	"[{""form"":""lyce"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	masurius	NOUN	12	12	0		single_independent	"[{""form"":""masurius"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	menippus	NOUN	12	12	0		single_independent	"[{""form"":""menippus"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	mnesilochus	NOUN	12	12	0		derived_only	"[{""form"":""mnesilochus"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	patron	NOUN	12	12	0		single_independent	"[{""form"":""patron"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	philaeni	NOUN	12	12	0		corroborated_independent	"[{""form"":""philaeni"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	priscilla	NOUN	12	12	0		single_independent	"[{""form"":""priscilla"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	spartacus	NOUN	12	12	0		corroborated_independent	"[{""form"":""spartacus"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	speusippus	NOUN	12	12	0		single_independent	"[{""form"":""speusippus"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	statilius	NOUN	12	12	0		corroborated_independent	"[{""form"":""statilius"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	taenarum	NOUN	12	12	0		single_independent	"[{""form"":""taenarum"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	theodora	NOUN	12	12	0		derived_only	"[{""form"":""theodora"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	thrasyllus	NOUN	12	12	0		corroborated_independent	"[{""form"":""thrasyllus"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	ulpia	NOUN	12	12	0		derived_only	"[{""form"":""ulpia"",""occurrences"":12,""exclusive"":true}]"
proper_name	lexical_group	pelopea	NOUN	18	11	7		single_independent	"[{""form"":""pelopea"",""occurrences"":11,""exclusive"":true},{""form"":""pelopeius"",""occurrences"":3,""exclusive"":false},{""form"":""pelopeus"",""occurrences"":2,""exclusive"":false},{""form"":""pelopidae"",""occurrences"":2,""exclusive"":false}]"
proper_name	lexical_group	leucothea	NOUN	12	11	1		corroborated_independent	"[{""form"":""leucothea"",""occurrences"":11,""exclusive"":true},{""form"":""leucothee"",""occurrences"":1,""exclusive"":false}]"
proper_name	lexical_group	absalon	NOUN	11	11	0		derived_only	"[{""form"":""absalon"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	achinoam	NOUN	11	11	0		derived_only	"[{""form"":""achinoam"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	aegon	NOUN	11	11	0		single_independent	"[{""form"":""aegon"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	agathyrsi	NOUN	11	11	0		corroborated_independent	"[{""form"":""agathyrsi"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	amyclae	NOUN	11	11	0		corroborated_independent	"[{""form"":""amyclae"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	aper	NOUN	11	11	0		corroborated_independent	"[{""form"":""pri"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	asael	NOUN	11	11	0		derived_only	"[{""form"":""asael"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	athenodorus	NOUN	11	11	0		single_independent	"[{""form"":""athenodorus"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	callipho	NOUN	11	11	0		corroborated_independent	"[{""form"":""callipho"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	calydon	NOUN	11	11	0		corroborated_independent	"[{""form"":""calydon"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	cherusci	NOUN	11	11	0		corroborated_independent	"[{""form"":""cherusci"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	cocytus	NOUN	11	11	0		corroborated_independent	"[{""form"":""cocytus"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	crito	NOUN	11	11	0		corroborated_independent	"[{""form"":""crito"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	ctesipho	NOUN	11	11	0		single_independent	"[{""form"":""ctesipho"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	dalmatius	ADJ	11	11	0		single_independent	"[{""form"":""dalmatius"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	damocritus	NOUN	11	11	0		corroborated_independent	"[{""form"":""damocritus"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	damon	NOUN	11	11	0		corroborated_independent	"[{""form"":""damon"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	debbora	NOUN	11	11	0		derived_only	"[{""form"":""debbora"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	dymas	NOUN	11	11	0		corroborated_independent	"[{""form"":""dymas"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	enceladus	NOUN	11	11	0		corroborated_independent	"[{""form"":""enceladus"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	epicharmus	NOUN	11	11	0		corroborated_independent	"[{""form"":""epicharmus"",""occurrences"":10,""exclusive"":true},{""form"":""epicharmium"",""occurrences"":1,""exclusive"":true}]"
proper_name	lexical_group	epicrates	NOUN	11	11	0		corroborated_independent	"[{""form"":""epicrates"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	erythraea	NOUN	11	11	0		single_independent	"[{""form"":""erythraea"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	euhemerus	NOUN	11	11	0		corroborated_independent	"[{""form"":""euhemerus"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	helcias	NOUN	11	11	0		derived_only	"[{""form"":""helcias"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	hiber	NOUN	11	11	0		single_independent	"[{""form"":""hiber"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	hyperborei	NOUN	11	11	0		single_independent	"[{""form"":""hyperborei"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	hyperides	NOUN	11	11	0		single_independent	"[{""form"":""hyperides"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	hyperionis	NOUN	11	11	0		single_independent	"[{""form"":""hyperionis"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	iberi	NOUN	11	11	0		single_independent	"[{""form"":""iberi"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	iphigenia	NOUN	11	11	0		corroborated_independent	"[{""form"":""iphigenia"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	lycii	NOUN	11	11	0		single_independent	"[{""form"":""lycii"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	mesraim	NOUN	11	11	0		derived_only	"[{""form"":""mesraim"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	moschi	NOUN	11	11	0		single_independent	"[{""form"":""moschi"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	nathanael	NOUN	11	11	0		derived_only	"[{""form"":""nathanael"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	pharasmanes	NOUN	11	11	0		single_independent	"[{""form"":""pharasmanes"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	philocles	NOUN	11	11	0		single_independent	"[{""form"":""philocles"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	podalirius	NOUN	11	11	0		corroborated_independent	"[{""form"":""podalirius"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	strongyle	NOUN	11	11	0		single_independent	"[{""form"":""strongyle"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	tarcho	NOUN	11	11	0		corroborated_independent	"[{""form"":""tarchon"",""occurrences"":10,""exclusive"":true},{""form"":""tarcho"",""occurrences"":1,""exclusive"":true}]"
proper_name	lexical_group	taygeta	NOUN	11	11	0		single_independent	"[{""form"":""taygeta"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	thebes	NOUN	11	11	0		single_independent	"[{""form"":""thebes"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	thersites	NOUN	11	11	0		corroborated_independent	"[{""form"":""thersites"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	xenophanes	NOUN	11	11	0		corroborated_independent	"[{""form"":""xenophanes"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	zebee	NOUN	11	11	0		derived_only	"[{""form"":""zebee"",""occurrences"":11,""exclusive"":true}]"
proper_name	lexical_group	narbo	NOUN	45	10	35		corroborated_independent	"[{""form"":""narbonensis"",""occurrences"":35,""exclusive"":false},{""form"":""narbo"",""occurrences"":10,""exclusive"":true}]"
