queue	kind	key	part_of_speech	occurrences	exclusive_occurrences	ambiguous_occurrences	artifact_count	support	top_forms
common_lexeme	lexical_group	quidam	ADJ	918	918	0		corroborated_independent	"[{""form"":""quendam"",""occurrences"":859,""exclusive"":true},{""form"":""quarundam"",""occurrences"":59,""exclusive"":true}]"
common_lexeme	lexical_group	quinam	ADJ	199	199	0		single_independent	"[{""form"":""quoi"",""occurrences"":199,""exclusive"":true}]"
common_lexeme	lexical_group	solennis	ADJ	144	134	10		single_independent	"[{""form"":""solenniter"",""occurrences"":59,""exclusive"":true},{""form"":""solennia"",""occurrences"":26,""exclusive"":true},{""form"":""solenni"",""occurrences"":22,""exclusive"":true},{""form"":""solennibus"",""occurrences"":13,""exclusive"":true},{""form"":""solennes"",""occurrences"":11,""exclusive"":true},{""form"":""solennis"",""occurrences"":10,""exclusive"":false},{""form"":""solennem"",""occurrences"":3,""exclusive"":true}]"
common_lexeme	lexical_group	apuliae	NOUN	114	114	0		single_independent	"[{""form"":""apuliae"",""occurrences"":112,""exclusive"":true},{""form"":""apulias"",""occurrences"":1,""exclusive"":true},{""form"":""apuliæ"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	olympias	NOUN	87	87	0		single_independent	"[{""form"":""olympiade"",""occurrences"":87,""exclusive"":true}]"
common_lexeme	lexical_group	pharisaeus	NOUN	200	85	115		single_independent	"[{""form"":""pharisaei"",""occurrences"":99,""exclusive"":false},{""form"":""pharisaeorum"",""occurrences"":35,""exclusive"":true},{""form"":""pharisaeis"",""occurrences"":21,""exclusive"":true},{""form"":""pharisaeos"",""occurrences"":19,""exclusive"":true},{""form"":""pharisaeus"",""occurrences"":16,""exclusive"":false},{""form"":""pharisaeo"",""occurrences"":7,""exclusive"":true},{""form"":""pharisaeum"",""occurrences"":3,""exclusive"":true}]"
common_lexeme	lexical_group	diaphanus	ADJ	66	66	0		single_independent	"[{""form"":""diaphana"",""occurrences"":31,""exclusive"":true},{""form"":""diaphanum"",""occurrences"":14,""exclusive"":true},{""form"":""diaphani"",""occurrences"":9,""exclusive"":true},{""form"":""diaphano"",""occurrences"":6,""exclusive"":true},{""form"":""diaphanae"",""occurrences"":2,""exclusive"":true},{""form"":""diaphanus"",""occurrences"":2,""exclusive"":true},{""form"":""diaphanis"",""occurrences"":1,""exclusive"":true},{""form"":""diaphanorum"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	suppellex	NOUN	65	65	0		corroborated_independent	"[{""form"":""suppellectili"",""occurrences"":22,""exclusive"":true},{""form"":""suppellectilem"",""occurrences"":17,""exclusive"":true},{""form"":""suppellectile"",""occurrences"":11,""exclusive"":true},{""form"":""suppellectilis"",""occurrences"":9,""exclusive"":true},{""form"":""suppellex"",""occurrences"":4,""exclusive"":true},{""form"":""suppellectiles"",""occurrences"":1,""exclusive"":true},{""form"":""suppellectilibus"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	maecenas	NOUN	128	57	71		single_independent	"[{""form"":""maecenas"",""occurrences"":71,""exclusive"":false},{""form"":""maecenatis"",""occurrences"":18,""exclusive"":true},{""form"":""maecenatem"",""occurrences"":14,""exclusive"":true},{""form"":""maecenate"",""occurrences"":9,""exclusive"":true},{""form"":""maecenati"",""occurrences"":9,""exclusive"":true},{""form"":""maecenates"",""occurrences"":4,""exclusive"":true},{""form"":""maecenatibus"",""occurrences"":1,""exclusive"":true},{""form"":""maecenatum"",""occurrences"":1,""exclusive"":true},{""form"":""mæcenatis"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	sydus	NOUN	50	50	0		single_independent	"[{""form"":""sydera"",""occurrences"":23,""exclusive"":true},{""form"":""sydus"",""occurrences"":14,""exclusive"":true},{""form"":""sydere"",""occurrences"":8,""exclusive"":true},{""form"":""syderis"",""occurrences"":2,""exclusive"":true},{""form"":""syderum"",""occurrences"":2,""exclusive"":true},{""form"":""syderibus"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	lio	VERB	47	47	0		corroborated_independent	"[{""form"":""lia"",""occurrences"":33,""exclusive"":true},{""form"":""lias"",""occurrences"":10,""exclusive"":true},{""form"":""liandis"",""occurrences"":1,""exclusive"":true},{""form"":""liare"",""occurrences"":1,""exclusive"":true},{""form"":""liari"",""occurrences"":1,""exclusive"":true},{""form"":""lio"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	florus	ADJ	43	43	0		corroborated_independent	"[{""form"":""floro"",""occurrences"":43,""exclusive"":true}]"
common_lexeme	lexical_group	vorto	VERB	47	41	6		single_independent	"[{""form"":""vortat"",""occurrences"":12,""exclusive"":true},{""form"":""vortitur"",""occurrences"":7,""exclusive"":true},{""form"":""vorsa"",""occurrences"":4,""exclusive"":false},{""form"":""vortam"",""occurrences"":4,""exclusive"":true},{""form"":""vortit"",""occurrences"":4,""exclusive"":true},{""form"":""vortunt"",""occurrences"":4,""exclusive"":true},{""form"":""vorso"",""occurrences"":2,""exclusive"":false},{""form"":""vortas"",""occurrences"":2,""exclusive"":true},{""form"":""vorsuram"",""occurrences"":1,""exclusive"":true},{""form"":""vortar"",""occurrences"":1,""exclusive"":true},{""form"":""vortendo"",""occurrences"":1,""exclusive"":true},{""form"":""vortentem"",""occurrences"":1,""exclusive"":true},{""form"":""vortentibus"",""occurrences"":1,""exclusive"":true},{""form"":""vorteres"",""occurrences"":1,""exclusive"":true},{""form"":""vorterit"",""occurrences"":1,""exclusive"":true},{""form"":""vortisti"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	undecunque	ADV	37	37	0		derived_only	"[{""form"":""undecunque"",""occurrences"":37,""exclusive"":true}]"
common_lexeme	lexical_group	illic	ADJ	90	33	57		single_independent	"[{""form"":""illaec"",""occurrences"":57,""exclusive"":false},{""form"":""illunc"",""occurrences"":12,""exclusive"":true},{""form"":""illisce"",""occurrences"":10,""exclusive"":true},{""form"":""illasce"",""occurrences"":5,""exclusive"":true},{""form"":""illanc"",""occurrences"":4,""exclusive"":true},{""form"":""illosce"",""occurrences"":2,""exclusive"":true}]"
common_lexeme	lexical_group	philostorgus	ADJ	32	32	0		single_independent	"[{""form"":""philostorgus"",""occurrences"":32,""exclusive"":true}]"
common_lexeme	lexical_group	eapse	ADJ	31	31	0		corroborated_independent	"[{""form"":""eapse"",""occurrences"":23,""exclusive"":true},{""form"":""eampse"",""occurrences"":8,""exclusive"":true}]"
common_lexeme	lexical_group	minyas	NOUN	31	31	0		single_independent	"[{""form"":""minyas"",""occurrences"":31,""exclusive"":true}]"
common_lexeme	lexical_group	treuga	NOUN	31	31	0		single_independent	"[{""form"":""treuga"",""occurrences"":11,""exclusive"":true},{""form"":""treugam"",""occurrences"":9,""exclusive"":true},{""form"":""treugas"",""occurrences"":5,""exclusive"":true},{""form"":""treugarum"",""occurrences"":4,""exclusive"":true},{""form"":""treugis"",""occurrences"":2,""exclusive"":true}]"
common_lexeme	lexical_group	monas	NOUN	29	29	0		corroborated_independent	"[{""form"":""monade"",""occurrences"":8,""exclusive"":true},{""form"":""monadibus"",""occurrences"":8,""exclusive"":true},{""form"":""monas"",""occurrences"":8,""exclusive"":true},{""form"":""monadem"",""occurrences"":3,""exclusive"":true},{""form"":""monades"",""occurrences"":1,""exclusive"":true},{""form"":""monadis"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	piget	VERB	29	29	0		corroborated_independent	"[{""form"":""piguit"",""occurrences"":19,""exclusive"":true},{""form"":""piguerit"",""occurrences"":7,""exclusive"":true},{""form"":""piguisset"",""occurrences"":2,""exclusive"":true},{""form"":""piguerat"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	theorema	NOUN	29	29	0		corroborated_independent	"[{""form"":""theorema"",""occurrences"":13,""exclusive"":true},{""form"":""theorematis"",""occurrences"":10,""exclusive"":true},{""form"":""theoremata"",""occurrences"":3,""exclusive"":true},{""form"":""theoremate"",""occurrences"":2,""exclusive"":true},{""form"":""theoremati"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	parentela	NOUN	28	28	0		corroborated_independent	"[{""form"":""parentela"",""occurrences"":15,""exclusive"":true},{""form"":""parentelae"",""occurrences"":6,""exclusive"":true},{""form"":""parentelam"",""occurrences"":4,""exclusive"":true},{""form"":""parentelas"",""occurrences"":2,""exclusive"":true},{""form"":""parentelæ"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	extunc	ADV	27	27	0		single_independent	"[{""form"":""extunc"",""occurrences"":27,""exclusive"":true}]"
common_lexeme	lexical_group	exhinc	ADV	24	24	0		single_independent	"[{""form"":""exhinc"",""occurrences"":24,""exclusive"":true}]"
common_lexeme	lexical_group	perpetuo	VERB	24	24	0		corroborated_independent	"[{""form"":""perpetuat"",""occurrences"":5,""exclusive"":true},{""form"":""perpetuatur"",""occurrences"":3,""exclusive"":true},{""form"":""perpetuandam"",""occurrences"":2,""exclusive"":true},{""form"":""perpetuans"",""occurrences"":2,""exclusive"":true},{""form"":""perpetuantur"",""occurrences"":2,""exclusive"":true},{""form"":""perpetuent"",""occurrences"":2,""exclusive"":true},{""form"":""perpetuet"",""occurrences"":2,""exclusive"":true},{""form"":""perpetuabatur"",""occurrences"":1,""exclusive"":true},{""form"":""perpetuabitur"",""occurrences"":1,""exclusive"":true},{""form"":""perpetuandi"",""occurrences"":1,""exclusive"":true},{""form"":""perpetuandos"",""occurrences"":1,""exclusive"":true},{""form"":""perpetuant"",""occurrences"":1,""exclusive"":true},{""form"":""perpetuetur"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	zeus	NOUN	22	22	0		single_independent	"[{""form"":""zeus"",""occurrences"":22,""exclusive"":true}]"
common_lexeme	lexical_group	nuptus	NOUN	21	21	0		corroborated_independent	"[{""form"":""nuptui"",""occurrences"":21,""exclusive"":true}]"
common_lexeme	lexical_group	pedaneus	ADJ	21	21	0		corroborated_independent	"[{""form"":""pedaneos"",""occurrences"":12,""exclusive"":true},{""form"":""pedaneis"",""occurrences"":5,""exclusive"":true},{""form"":""pedanei"",""occurrences"":2,""exclusive"":true},{""form"":""pedaneum"",""occurrences"":1,""exclusive"":true},{""form"":""pedaneus"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	sacerdus	NOUN	21	21	0		derived_only	"[{""form"":""sacerdus"",""occurrences"":21,""exclusive"":true}]"
common_lexeme	lexical_group	veruntamen	ADV	21	21	0		derived_only	"[{""form"":""veruntamen"",""occurrences"":21,""exclusive"":true}]"
common_lexeme	lexical_group	hippopotamus	NOUN	20	20	0		corroborated_independent	"[{""form"":""hippopotamis"",""occurrences"":7,""exclusive"":true},{""form"":""hippopotamos"",""occurrences"":7,""exclusive"":true},{""form"":""hippopotami"",""occurrences"":3,""exclusive"":true},{""form"":""hippopotamo"",""occurrences"":2,""exclusive"":true},{""form"":""hippopotamum"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	tomus	NOUN	23	19	4		corroborated_independent	"[{""form"":""tomo"",""occurrences"":7,""exclusive"":true},{""form"":""tomos"",""occurrences"":6,""exclusive"":true},{""form"":""tomi"",""occurrences"":4,""exclusive"":false},{""form"":""tomum"",""occurrences"":4,""exclusive"":true},{""form"":""tomus"",""occurrences"":2,""exclusive"":true}]"
common_lexeme	lexical_group	hice	ADJ	19	19	0		corroborated_independent	"[{""form"":""horunc"",""occurrences"":10,""exclusive"":true},{""form"":""harunc"",""occurrences"":9,""exclusive"":true}]"
common_lexeme	lexical_group	nequiter	ADJ	19	19	0		single_independent	"[{""form"":""nequius"",""occurrences"":19,""exclusive"":true}]"
common_lexeme	lexical_group	rancor	NOUN	19	19	0		corroborated_independent	"[{""form"":""rancore"",""occurrences"":7,""exclusive"":true},{""form"":""rancorem"",""occurrences"":5,""exclusive"":true},{""form"":""rancor"",""occurrences"":3,""exclusive"":true},{""form"":""rancoris"",""occurrences"":3,""exclusive"":true},{""form"":""rancores"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	gomphus	NOUN	20	18	2		corroborated_independent	"[{""form"":""gomphos"",""occurrences"":14,""exclusive"":true},{""form"":""gomphi"",""occurrences"":2,""exclusive"":false},{""form"":""gomphis"",""occurrences"":2,""exclusive"":true},{""form"":""gomphorum"",""occurrences"":2,""exclusive"":true}]"
common_lexeme	lexical_group	sylva	NOUN	19	18	1		single_independent	"[{""form"":""sylva"",""occurrences"":18,""exclusive"":true},{""form"":""sylvanus"",""occurrences"":1,""exclusive"":false}]"
common_lexeme	lexical_group	decius	NOUN	18	18	0		single_independent	"[{""form"":""decios"",""occurrences"":18,""exclusive"":true}]"
common_lexeme	lexical_group	falco	NOUN	18	18	0		corroborated_independent	"[{""form"":""falco"",""occurrences"":18,""exclusive"":true}]"
common_lexeme	lexical_group	maeles	NOUN	18	18	0		corroborated_independent	"[{""form"":""maelium"",""occurrences"":18,""exclusive"":true}]"
common_lexeme	lexical_group	lanificium	NOUN	17	17	0		corroborated_independent	"[{""form"":""lanificio"",""occurrences"":12,""exclusive"":true},{""form"":""lanificii"",""occurrences"":5,""exclusive"":true}]"
common_lexeme	lexical_group	virtuosus	ADJ	17	17	0		corroborated_independent	"[{""form"":""virtuosa"",""occurrences"":5,""exclusive"":true},{""form"":""virtuosum"",""occurrences"":4,""exclusive"":true},{""form"":""virtuosus"",""occurrences"":4,""exclusive"":true},{""form"":""virtuosi"",""occurrences"":3,""exclusive"":true},{""form"":""virtuosam"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	fretus	NOUN	16	16	0		corroborated_independent	"[{""form"":""fretu"",""occurrences"":16,""exclusive"":true}]"
common_lexeme	lexical_group	incestus	NOUN	16	16	0		corroborated_independent	"[{""form"":""incestu"",""occurrences"":14,""exclusive"":true},{""form"":""incestui"",""occurrences"":2,""exclusive"":true}]"
common_lexeme	lexical_group	sacrufico	VERB	16	16	0		corroborated_independent	"[{""form"":""sacruficem"",""occurrences"":5,""exclusive"":true},{""form"":""sacruficare"",""occurrences"":3,""exclusive"":true},{""form"":""sacruficat"",""occurrences"":2,""exclusive"":true},{""form"":""sacruficandi"",""occurrences"":1,""exclusive"":true},{""form"":""sacruficas"",""occurrences"":1,""exclusive"":true},{""form"":""sacruficatum"",""occurrences"":1,""exclusive"":true},{""form"":""sacruficaverit"",""occurrences"":1,""exclusive"":true},{""form"":""sacrufices"",""occurrences"":1,""exclusive"":true},{""form"":""sacrufico"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	trapezita	NOUN	16	16	0		corroborated_independent	"[{""form"":""trapezita"",""occurrences"":5,""exclusive"":true},{""form"":""trapezitam"",""occurrences"":5,""exclusive"":true},{""form"":""trapezitae"",""occurrences"":3,""exclusive"":true},{""form"":""trapezitas"",""occurrences"":2,""exclusive"":true},{""form"":""trapezitarum"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	wandali	NOUN	16	16	0		derived_only	"[{""form"":""wandali"",""occurrences"":16,""exclusive"":true}]"
common_lexeme	lexical_group	phaenomenon	NOUN	29	15	14		corroborated_independent	"[{""form"":""phaenomena"",""occurrences"":10,""exclusive"":false},{""form"":""phænomenis"",""occurrences"":6,""exclusive"":true},{""form"":""phænomena"",""occurrences"":4,""exclusive"":false},{""form"":""phaenomenon"",""occurrences"":3,""exclusive"":true},{""form"":""phaenomenis"",""occurrences"":2,""exclusive"":true},{""form"":""phaenomeno"",""occurrences"":2,""exclusive"":true},{""form"":""phaenomeni"",""occurrences"":1,""exclusive"":true},{""form"":""phaenomenorum"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	matella	NOUN	15	15	0		corroborated_independent	"[{""form"":""matellam"",""occurrences"":7,""exclusive"":true},{""form"":""matella"",""occurrences"":6,""exclusive"":true},{""form"":""matellae"",""occurrences"":1,""exclusive"":true},{""form"":""matellas"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	pedetentim	ADV	15	15	0		derived_only	"[{""form"":""pedetentim"",""occurrences"":15,""exclusive"":true}]"
common_lexeme	lexical_group	salius	NOUN	15	15	0		single_independent	"[{""form"":""salios"",""occurrences"":15,""exclusive"":true}]"
common_lexeme	lexical_group	silurus	NOUN	15	15	0		corroborated_independent	"[{""form"":""silurum"",""occurrences"":6,""exclusive"":true},{""form"":""siluris"",""occurrences"":3,""exclusive"":true},{""form"":""siluro"",""occurrences"":2,""exclusive"":true},{""form"":""silure"",""occurrences"":1,""exclusive"":true},{""form"":""siluri"",""occurrences"":1,""exclusive"":true},{""form"":""siluros"",""occurrences"":1,""exclusive"":true},{""form"":""silurus"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	lumbricus	NOUN	14	14	0		corroborated_independent	"[{""form"":""lumbricos"",""occurrences"":5,""exclusive"":true},{""form"":""lumbrici"",""occurrences"":3,""exclusive"":true},{""form"":""lumbricus"",""occurrences"":3,""exclusive"":true},{""form"":""lumbrice"",""occurrences"":1,""exclusive"":true},{""form"":""lumbricis"",""occurrences"":1,""exclusive"":true},{""form"":""lumbricum"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	seorsus	ADJ	14	14	0		corroborated_independent	"[{""form"":""seorsim"",""occurrences"":14,""exclusive"":true}]"
common_lexeme	lexical_group	septennium	NOUN	32	13	19		corroborated_independent	"[{""form"":""septennium"",""occurrences"":19,""exclusive"":false},{""form"":""septennio"",""occurrences"":12,""exclusive"":true},{""form"":""septennii"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	syndicus	NOUN	13	13	0		single_independent	"[{""form"":""syndicus"",""occurrences"":13,""exclusive"":true}]"
common_lexeme	lexical_group	melancholia	NOUN	12	12	0		single_independent	"[{""form"":""melancholia"",""occurrences"":12,""exclusive"":true}]"
common_lexeme	lexical_group	praehibeo	VERB	12	12	0		corroborated_independent	"[{""form"":""praehibet"",""occurrences"":3,""exclusive"":true},{""form"":""praehiberem"",""occurrences"":2,""exclusive"":true},{""form"":""praehibeas"",""occurrences"":1,""exclusive"":true},{""form"":""praehibeo"",""occurrences"":1,""exclusive"":true},{""form"":""praehiberi"",""occurrences"":1,""exclusive"":true},{""form"":""praehibes"",""occurrences"":1,""exclusive"":true},{""form"":""praehibetur"",""occurrences"":1,""exclusive"":true},{""form"":""praehibuerit"",""occurrences"":1,""exclusive"":true},{""form"":""praehibuit"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	ecclesiastes	NOUN	11	11	0		single_independent	"[{""form"":""ecclesiasten"",""occurrences"":11,""exclusive"":true}]"
common_lexeme	lexical_group	minume	ADV	11	11	0		single_independent	"[{""form"":""minume"",""occurrences"":11,""exclusive"":true}]"
common_lexeme	lexical_group	regulo	VERB	11	11	0		corroborated_independent	"[{""form"":""regulantur"",""occurrences"":3,""exclusive"":true},{""form"":""reguletur"",""occurrences"":2,""exclusive"":true},{""form"":""regulabant"",""occurrences"":1,""exclusive"":true},{""form"":""regulamur"",""occurrences"":1,""exclusive"":true},{""form"":""regulanda"",""occurrences"":1,""exclusive"":true},{""form"":""regulans"",""occurrences"":1,""exclusive"":true},{""form"":""regulatur"",""occurrences"":1,""exclusive"":true},{""form"":""regulet"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	russeus	ADJ	11	11	0		corroborated_independent	"[{""form"":""russeos"",""occurrences"":3,""exclusive"":true},{""form"":""russeus"",""occurrences"":3,""exclusive"":true},{""form"":""russea"",""occurrences"":2,""exclusive"":true},{""form"":""russeo"",""occurrences"":2,""exclusive"":true},{""form"":""russeum"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	solennitas	NOUN	11	11	0		derived_only	"[{""form"":""solennitas"",""occurrences"":11,""exclusive"":true}]"
common_lexeme	lexical_group	specificus	ADJ	11	11	0		single_independent	"[{""form"":""specifica"",""occurrences"":7,""exclusive"":true},{""form"":""specificam"",""occurrences"":2,""exclusive"":true},{""form"":""specificae"",""occurrences"":1,""exclusive"":true},{""form"":""specificas"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	laconicum	NOUN	26	10	16		single_independent	"[{""form"":""laconica"",""occurrences"":8,""exclusive"":false},{""form"":""laconicum"",""occurrences"":8,""exclusive"":false},{""form"":""laconici"",""occurrences"":6,""exclusive"":true},{""form"":""laconico"",""occurrences"":3,""exclusive"":true},{""form"":""laconicis"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	vorso	VERB	16	10	6		corroborated_independent	"[{""form"":""vorsa"",""occurrences"":4,""exclusive"":false},{""form"":""vorsari"",""occurrences"":3,""exclusive"":true},{""form"":""vorso"",""occurrences"":2,""exclusive"":false},{""form"":""vorsabatur"",""occurrences"":1,""exclusive"":true},{""form"":""vorsant"",""occurrences"":1,""exclusive"":true},{""form"":""vorsarem"",""occurrences"":1,""exclusive"":true},{""form"":""vorsato"",""occurrences"":1,""exclusive"":true},{""form"":""vorsatur"",""occurrences"":1,""exclusive"":true},{""form"":""vorsentur"",""occurrences"":1,""exclusive"":true},{""form"":""vorser"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	purpuro	VERB	12	10	2		corroborated_independent	"[{""form"":""purpurat"",""occurrences"":8,""exclusive"":true},{""form"":""purpurabant"",""occurrences"":2,""exclusive"":true},{""form"":""purpurantibus"",""occurrences"":2,""exclusive"":false}]"
common_lexeme	lexical_group	ascalon	NOUN	10	10	0		derived_only	"[{""form"":""ascalon"",""occurrences"":10,""exclusive"":true}]"
common_lexeme	lexical_group	emptitius	ADJ	10	10	0		single_independent	"[{""form"":""emptitius"",""occurrences"":7,""exclusive"":true},{""form"":""emptitii"",""occurrences"":2,""exclusive"":true},{""form"":""emptitios"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	lixo	VERB	10	10	0		single_independent	"[{""form"":""lixo"",""occurrences"":10,""exclusive"":true}]"
common_lexeme	lexical_group	napus	NOUN	10	10	0		corroborated_independent	"[{""form"":""napi"",""occurrences"":3,""exclusive"":true},{""form"":""napis"",""occurrences"":2,""exclusive"":true},{""form"":""napum"",""occurrences"":2,""exclusive"":true},{""form"":""napo"",""occurrences"":1,""exclusive"":true},{""form"":""naporum"",""occurrences"":1,""exclusive"":true},{""form"":""napos"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	pedo	VERB	10	10	0		corroborated_independent	"[{""form"":""pedantium"",""occurrences"":5,""exclusive"":true},{""form"":""pedanti"",""occurrences"":2,""exclusive"":true},{""form"":""pedandae"",""occurrences"":1,""exclusive"":true},{""form"":""pepedi"",""occurrences"":1,""exclusive"":true},{""form"":""pepedit"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	porphyreticus	ADJ	10	10	0		corroborated_independent	"[{""form"":""porphyreticis"",""occurrences"":3,""exclusive"":true},{""form"":""porphyreticae"",""occurrences"":2,""exclusive"":true},{""form"":""porphyreticam"",""occurrences"":2,""exclusive"":true},{""form"":""porphyreticas"",""occurrences"":1,""exclusive"":true},{""form"":""porphyretici"",""occurrences"":1,""exclusive"":true},{""form"":""porphyreticum"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	symposion	NOUN	10	10	0		single_independent	"[{""form"":""symposio"",""occurrences"":8,""exclusive"":true},{""form"":""symposia"",""occurrences"":1,""exclusive"":true},{""form"":""symposiis"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	tata	NOUN	10	10	0		corroborated_independent	"[{""form"":""tatis"",""occurrences"":5,""exclusive"":true},{""form"":""tata"",""occurrences"":2,""exclusive"":true},{""form"":""tatae"",""occurrences"":2,""exclusive"":true},{""form"":""tatas"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	vesperugo	NOUN	10	10	0		corroborated_independent	"[{""form"":""vesperuginem"",""occurrences"":5,""exclusive"":true},{""form"":""vesperugo"",""occurrences"":5,""exclusive"":true}]"
common_lexeme	lexical_group	thebaicus	ADJ	11	9	2		single_independent	"[{""form"":""thebaica"",""occurrences"":4,""exclusive"":true},{""form"":""thebaico"",""occurrences"":2,""exclusive"":true},{""form"":""thebaicus"",""occurrences"":2,""exclusive"":false},{""form"":""thebaicam"",""occurrences"":1,""exclusive"":true},{""form"":""thebaicis"",""occurrences"":1,""exclusive"":true},{""form"":""thebaicum"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	incubus	NOUN	9	9	0		single_independent	"[{""form"":""incubi"",""occurrences"":6,""exclusive"":true},{""form"":""incubos"",""occurrences"":2,""exclusive"":true},{""form"":""incubis"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	opobalsamum	NOUN	9	9	0		corroborated_independent	"[{""form"":""opobalsama"",""occurrences"":4,""exclusive"":true},{""form"":""opobalsami"",""occurrences"":3,""exclusive"":true},{""form"":""opobalsamo"",""occurrences"":1,""exclusive"":true},{""form"":""opobalsamum"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	pancratius	ADJ	9	9	0		single_independent	"[{""form"":""pancratius"",""occurrences"":9,""exclusive"":true}]"
common_lexeme	lexical_group	poster	VERB	9	9	0		single_independent	"[{""form"":""poster"",""occurrences"":9,""exclusive"":true}]"
common_lexeme	lexical_group	praetitulo	VERB	9	9	0		single_independent	"[{""form"":""praetitulavit"",""occurrences"":6,""exclusive"":true},{""form"":""praetitulantur"",""occurrences"":1,""exclusive"":true},{""form"":""praetitulatur"",""occurrences"":1,""exclusive"":true},{""form"":""praetitulavi"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	ulpicum	NOUN	9	9	0		corroborated_independent	"[{""form"":""ulpici"",""occurrences"":5,""exclusive"":true},{""form"":""ulpicum"",""occurrences"":3,""exclusive"":true},{""form"":""ulpica"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	venerius	ADJ	9	9	0		single_independent	"[{""form"":""venerios"",""occurrences"":9,""exclusive"":true}]"
common_lexeme	lexical_group	monazontes	NOUN	24	8	16		single_independent	"[{""form"":""ium"",""occurrences"":16,""exclusive"":false},{""form"":""monazontes"",""occurrences"":8,""exclusive"":true}]"
common_lexeme	lexical_group	psyllus	NOUN	23	8	15		single_independent	"[{""form"":""psylli"",""occurrences"":8,""exclusive"":false},{""form"":""psyllus"",""occurrences"":7,""exclusive"":false},{""form"":""psyllis"",""occurrences"":3,""exclusive"":true},{""form"":""psyllos"",""occurrences"":3,""exclusive"":true},{""form"":""psyllo"",""occurrences"":1,""exclusive"":true},{""form"":""psyllorum"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	pylae	NOUN	13	8	5		corroborated_independent	"[{""form"":""pylas"",""occurrences"":7,""exclusive"":true},{""form"":""pylae"",""occurrences"":5,""exclusive"":false},{""form"":""pylis"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	porgo	VERB	10	8	2		corroborated_independent	"[{""form"":""porge"",""occurrences"":3,""exclusive"":true},{""form"":""porgens"",""occurrences"":2,""exclusive"":true},{""form"":""porgite"",""occurrences"":2,""exclusive"":false},{""form"":""porgebat"",""occurrences"":1,""exclusive"":true},{""form"":""porgi"",""occurrences"":1,""exclusive"":true},{""form"":""porgit"",""occurrences"":1,""exclusive"":true}]"
common_lexeme	lexical_group	doryphorus	NOUN	9	8	1		corroborated_independent	"[{""form"":""doryphorum"",""occurrences"":5,""exclusive"":true},{""form"":""doryphoro"",""occurrences"":2,""exclusive"":true},{""form"":""doryphori"",""occurrences"":1,""exclusive"":true},{""form"":""doryphoros"",""occurrences"":1,""exclusive"":false}]"
